,class
5957,e
14129,e
29961,e
24873,e
52737,e
60367,e
28955,p
4660,e
28065,p
46366,e
23866,p
21565,e
35062,e
17822,e
5070,e
3445,e
38463,p
51831,e
36991,p
38053,p
56121,e
9573,p
36877,p
15567,p
1571,p
3173,e
42290,e
56836,e
49992,p
54486,e
35627,p
42421,e
12082,p
50100,p
56693,p
30537,e
19346,p
53506,p
50962,p
15577,p
35902,p
20735,e
16287,e
48840,e
27537,p
32858,p
57466,p
34082,p
15581,p
58320,e
6055,p
18182,e
58019,p
30402,e
37355,p
16915,e
26186,e
1883,e
49905,p
18881,e
29348,p
2112,e
32216,p
39849,p
27760,p
39745,p
55346,e
27925,p
46941,e
38407,p
32781,p
53492,p
5742,e
56032,e
44969,p
8293,p
7411,p
35225,e
10269,e
6893,e
26773,p
3697,p
23825,p
56659,p
60337,p
6181,p
60540,e
37397,p
25185,e
3014,e
24486,e
19487,p
22269,e
14293,e
2810,e
52829,e
32084,p
20475,e
37925,p
7547,p
8318,p
43263,p
15291,e
36625,p
12446,e
8239,p
11775,e
45330,e
26076,p
20261,e
19127,p
24663,e
31689,e
51976,e
48211,p
48961,e
9098,p
22090,e
38158,p
35779,p
23182,p
15626,p
13522,p
21853,e
5640,e
27808,p
44105,e
3825,p
35257,e
57043,e
59395,p
48805,e
31651,e
23086,p
44149,p
39924,p
9003,p
33690,e
35514,p
19175,p
37163,p
5646,e
31754,e
53252,e
54409,e
38800,p
41309,p
35959,p
39974,p
25110,e
28211,p
11989,e
26865,e
8940,p
47437,p
22763,p
38185,p
8856,p
34602,p
53940,p
5231,e
6390,e
60948,p
41237,p
44334,p
58928,p
14956,e
46296,e
45831,e
48799,e
14768,e
59618,p
38936,p
39809,p
20624,e
26279,e
35676,p
60966,p
42198,e
9841,p
26521,p
6126,p
41777,p
7318,p
31345,e
12009,p
4276,e
58985,p
4627,e
19905,p
11199,p
34596,p
4357,e
58238,p
7448,p
53682,p
29611,p
52440,e
9655,p
56272,p
49126,e
48061,p
14934,e
53999,p
22559,e
20267,e
33723,e
56242,p
53736,p
15998,e
43748,e
7626,p
19425,p
60850,p
18759,e
43527,e
31804,p
58138,p
33581,e
34418,p
2830,e
1916,e
29212,p
48927,e
22782,p
6334,p
52046,e
43508,e
47442,p
22251,e
44263,p
17155,p
15492,e
40667,p
57837,p
58268,e
25725,p
39900,p
40680,p
1642,p
51471,e
11994,e
8355,p
26733,p
17536,e
29713,e
36854,p
32855,p
3127,e
6650,e
15504,e
15633,p
35859,p
24526,e
42890,e
12913,p
18455,p
51147,p
44978,p
16248,e
13643,p
37635,p
18072,e
54811,e
34087,p
42667,e
8668,e
37951,p
55033,e
20853,p
41262,p
19283,p
37398,p
50069,p
14679,e
21525,e
5795,e
23046,p
1820,e
29686,e
9580,p
42381,e
451,p
15280,e
9667,p
45276,e
54491,e
58736,p
34060,p
39062,p
23985,p
14771,e
33126,p
24824,e
33945,p
4484,e
16099,e
13610,p
24866,e
23953,p
46954,p
16132,e
26776,p
51102,p
59350,p
35399,p
30379,e
60374,e
39803,p
49514,e
8254,p
57314,p
39789,p
60000,p
10403,e
58995,p
49603,e
11128,p
28680,p
18202,e
35671,p
6407,e
6154,p
58689,p
6618,e
2682,e
9386,e
55235,e
11449,e
40076,p
33123,p
6331,p
47471,p
10264,e
60492,e
31299,e
25771,p
18531,p
54041,p
53989,p
5044,e
53265,e
23966,p
43745,e
36325,e
11283,p
33583,e
9955,p
30371,e
31107,e
12714,p
54072,p
25827,p
9252,e
28136,p
42886,e
9901,p
57782,p
7649,p
45390,e
3778,p
40670,p
1147,e
27586,p
53521,p
40584,p
1431,p
29249,p
59366,p
32709,p
54604,e
22214,e
43325,p
52479,e
248,p
55408,e
38437,p
55147,e
40892,p
41246,p
923,p
41782,p
35420,p
20024,p
12111,p
51721,e
19796,p
1726,p
40911,p
22093,e
51151,p
6582,e
43102,p
6406,e
43955,e
55244,e
11835,e
682,p
51101,p
15032,e
7486,p
60372,e
797,p
26200,e
9418,e
21734,e
22294,e
58599,p
28500,p
50186,p
11879,e
59761,p
34073,p
19909,p
12506,e
31269,e
16597,e
60416,e
16601,e
199,p
42730,e
14161,e
30409,e
19532,p
16168,e
22110,e
26088,p
12161,p
2850,e
47883,p
57115,e
29619,p
57184,e
41355,p
14125,e
50617,e
46508,e
43839,e
1043,p
57263,p
38048,p
47844,p
7033,e
50635,e
49990,p
2957,e
22706,p
1976,e
14648,e
52167,e
33319,p
17870,e
29992,e
29917,e
7046,e
40889,p
8099,p
31843,p
54022,p
10677,p
2412,p
49056,e
35602,p
37971,p
32143,p
20650,e
25930,p
50212,p
46926,e
21458,e
59781,p
4661,e
45226,e
10992,p
15352,e
45460,e
22097,e
35419,p
53395,p
15505,e
16128,e
19621,p
10160,p
59750,p
11245,p
45349,e
16259,e
36088,e
18358,p
45415,e
53590,p
34590,p
59259,p
30518,e
10809,p
31530,e
7939,p
13377,p
54059,p
51952,e
24808,e
35268,e
27169,e
54954,e
31225,e
8858,p
6630,e
42119,e
15222,e
60287,p
20085,p
44362,p
54069,p
6005,p
23588,p
28590,p
37772,p
36893,p
5668,e
20826,e
37088,p
42475,e
54563,e
785,p
4288,e
52670,e
49378,e
20743,e
40374,p
30926,p
8442,p
39839,p
35658,p
26174,e
29133,p
3415,e
59028,p
50182,p
8799,e
25042,e
23203,p
24842,e
16058,e
41303,p
21328,e
47795,p
58200,p
9317,e
42636,e
2921,e
6817,e
33297,p
31213,e
37893,p
9648,p
3493,e
42140,e
34364,p
14418,e
8045,p
7238,p
1890,e
35084,e
6998,e
15665,p
44742,p
12802,p
30918,p
36643,p
5694,e
56033,e
30610,e
36747,p
8114,p
20872,p
15769,p
28396,p
821,p
60581,e
15016,e
38994,p
50511,e
49039,e
53052,e
45279,e
24679,e
12271,p
34654,p
27101,e
47942,p
15000,e
24439,e
22425,e
53960,p
32888,p
40426,p
49700,e
6117,p
17055,p
55466,e
5703,e
12206,p
42477,e
25598,p
35088,e
15880,p
31555,e
44367,p
15631,p
37820,p
5092,e
47349,p
89,p
28576,p
56210,p
13638,p
50934,p
36805,p
3181,e
4664,e
55537,e
52366,e
43483,e
46888,e
36567,p
19705,p
36566,p
9125,p
57433,p
16735,e
57380,p
18951,e
54458,e
27781,p
9274,e
16330,e
20469,e
9511,e
42124,e
36502,p
15736,p
6328,p
14634,e
23122,p
51251,e
15931,e
45977,e
19187,p
30228,p
22661,p
51457,e
5735,e
37897,p
6976,e
16629,e
47021,p
45595,e
60794,p
17559,e
47508,p
39635,p
14010,p
47255,p
1445,p
60521,e
33994,p
46322,e
8056,p
5077,e
2483,e
38478,p
31000,p
42607,e
51886,e
41506,p
54167,p
41590,p
14155,e
12814,p
10968,p
19878,p
12247,p
59786,p
47333,p
3597,p
30960,p
39865,p
37065,p
54697,e
24110,e
115,p
2212,p
53623,p
25759,p
50448,p
11781,e
52787,e
13259,p
27391,p
52112,e
5307,e
7606,p
42123,e
46175,e
21412,e
60837,p
39425,p
19313,p
7304,p
53422,p
41860,p
50206,p
51832,e
39246,p
57158,e
43217,p
48131,p
29801,e
31474,e
6631,e
16808,e
59103,p
40445,p
10826,p
52116,e
11394,e
19132,p
30291,p
1866,e
57396,p
31799,p
8109,p
57587,p
13217,p
47457,p
24631,e
41701,p
45028,p
23828,p
32803,p
18330,e
53705,p
18955,e
23226,p
32907,p
24444,e
50010,p
39349,p
26820,p
13213,p
11350,e
38040,p
54974,e
30359,e
43132,p
49400,e
45986,e
976,p
13134,p
58068,p
10155,p
49032,e
10200,p
32744,p
41138,p
49148,e
12850,p
45564,e
60968,p
48793,e
46028,e
11932,e
10313,e
14304,e
3591,p
36636,p
3033,e
43540,e
13677,p
34772,p
35001,e
9460,e
37269,p
26341,e
36034,e
35413,p
8085,p
7737,p
43759,e
52492,e
12726,p
8631,e
28439,p
46996,p
10945,p
2758,e
15134,e
28283,p
11913,e
41901,p
37530,p
5411,e
11777,e
45328,e
7208,p
53563,p
34426,p
39145,p
28041,p
48588,e
41227,p
45384,e
57348,p
34129,p
26950,e
2418,p
11412,e
11609,e
53387,p
10875,p
20344,e
12908,p
20960,p
29142,p
55094,e
59867,p
49144,e
49444,e
53637,p
42844,e
5983,e
18374,p
2771,e
40629,p
53950,p
32412,p
15755,p
23525,p
49784,p
19787,p
15744,p
48740,e
14815,e
33000,p
54035,p
6112,p
51277,e
46348,e
40779,p
60768,p
46432,e
36773,p
20788,e
49859,p
30241,p
57455,p
16787,e
52176,e
33931,p
46137,e
51273,e
37630,p
3708,p
13093,p
22750,p
57513,p
3169,e
3915,p
15935,e
52626,e
9807,p
18781,e
9806,p
7212,p
43618,e
52196,e
54092,p
13137,p
39474,p
2272,p
57226,p
23222,p
43307,p
28750,p
50231,p
7538,p
40728,p
43979,e
811,p
43384,p
41385,p
26875,e
33508,p
6814,e
56270,p
18771,e
679,p
45096,p
10724,p
16162,e
20857,p
56551,p
49705,e
58493,e
35154,e
25142,e
57056,e
53160,e
2753,e
38280,p
45971,e
26523,p
21302,e
17254,p
18655,p
1443,p
42966,e
13009,p
54595,e
45704,e
8553,e
34293,p
50077,p
53895,p
7934,p
43735,e
17060,p
11436,e
14633,e
53913,p
48678,e
10108,p
4571,e
16296,e
34344,p
50379,p
24398,e
19004,e
33749,e
40060,p
30197,p
31727,e
52512,e
54581,e
17641,e
56759,p
7437,p
14409,e
47833,p
11735,e
10294,e
47615,p
55870,e
26613,p
8472,e
9454,e
15308,e
53477,p
10161,p
52035,e
9766,p
1846,e
47022,p
13545,p
646,p
28220,p
20753,e
3175,e
38475,p
43820,e
35615,p
59141,p
27998,p
43585,e
57060,e
51860,e
45922,e
4118,p
44912,p
56146,p
55522,e
2191,p
54722,e
46784,e
60754,p
43125,p
20387,e
37183,p
29925,e
3072,e
46662,e
48920,e
52201,e
8716,e
2320,p
59812,p
13482,p
59572,p
4752,e
46482,e
8908,p
55169,e
17995,e
23586,p
11399,e
53884,p
42653,e
25312,e
37078,p
9725,p
4081,p
12333,p
60031,p
57568,p
17746,e
56029,e
16695,e
39977,p
56593,p
29980,e
12587,e
17526,e
10219,p
49044,e
12415,e
53558,p
25240,e
46161,e
39126,p
27814,p
55161,e
56024,e
6238,p
57601,p
60371,e
39003,p
17539,e
12898,p
60011,p
48745,e
52709,e
19393,p
60133,p
5010,e
48999,e
54897,e
4992,e
12920,p
15811,p
31899,p
20222,e
53965,p
776,p
41923,p
55888,e
42260,e
58578,e
59598,p
37718,p
55448,e
33890,p
32208,p
53398,p
16615,e
54836,e
41869,p
23857,p
46608,e
33470,p
38704,p
41342,p
59766,p
48002,p
56534,p
13201,p
33685,e
40395,p
30336,p
23708,p
4521,e
55513,e
25447,p
46148,e
41814,p
45715,e
58372,e
4867,e
14571,e
6911,e
1815,e
40876,p
57532,p
50299,p
17056,p
59338,p
21354,e
30347,p
8937,p
39958,p
49065,e
32408,p
57027,e
43432,e
13328,p
49883,p
50863,p
43900,e
50754,e
206,p
10909,p
27871,p
10101,p
56936,e
40388,p
23131,p
16797,e
38000,p
56855,e
43612,e
16825,e
24340,e
42687,e
43674,e
58020,p
45261,e
54933,e
15451,e
53032,e
37681,p
37549,p
46414,e
9534,p
46440,e
36654,p
18660,p
57033,e
8059,p
38231,p
26347,e
55498,e
46212,e
27949,p
18218,e
45381,e
8255,p
39407,p
18866,e
14212,e
36921,p
15540,p
13176,p
12404,e
11654,e
3837,p
54130,p
10057,p
10975,p
13309,p
1418,p
13077,p
41194,p
56286,p
43806,e
956,p
43400,p
46354,e
58987,p
47788,p
49394,e
54764,e
27082,e
35824,p
34651,p
42681,e
21455,e
33937,p
22085,e
26402,e
35664,p
11231,p
41055,p
27093,e
59156,p
36030,e
12979,p
15426,e
22434,e
25697,p
47663,p
11334,e
5486,e
25378,e
27729,p
13280,p
51139,p
38108,p
32175,p
45149,p
41274,p
58430,e
48373,e
49275,e
56457,p
57324,p
40300,p
48660,e
9783,p
48889,e
26621,p
60067,p
24652,e
59326,p
49945,p
51988,e
15,p
50236,p
23852,p
18271,e
48052,p
36734,p
15830,p
33719,e
48320,p
9309,e
4259,e
57353,p
47967,p
32024,p
56610,p
48222,p
41504,p
50425,p
1569,p
2453,p
23711,p
170,p
46438,e
45554,e
7994,p
24633,e
8979,p
59599,p
17480,e
45950,e
8400,p
12352,p
60652,e
1732,p
59014,p
9945,p
47754,p
1780,e
25381,e
16536,e
45787,e
17304,e
33017,p
29781,e
55076,e
31418,e
20869,p
18797,e
26217,e
10194,p
33531,p
31922,p
8840,p
54198,p
40431,p
31881,p
14320,e
45337,e
14234,e
18049,e
53550,p
50986,p
3264,e
58389,e
34043,p
19727,p
11745,e
52069,e
47130,p
34532,p
44203,p
30914,p
8893,p
60667,e
27910,p
16535,e
39778,p
37323,p
56437,p
24599,e
16719,e
30294,p
20767,e
31389,e
1911,e
53451,p
15739,p
24524,e
14301,e
40631,p
47016,p
18406,p
35070,e
26268,e
18575,p
29913,e
59890,p
45484,e
39758,p
585,p
22979,p
35732,p
9993,p
55615,e
12769,p
16661,e
5021,e
4032,p
24577,e
31414,e
30663,e
60862,p
28300,p
52822,e
19652,p
47966,p
3088,e
26589,p
20203,e
16437,e
45905,e
40477,p
42247,e
14891,e
24870,e
18810,e
32440,p
40691,p
26148,e
8334,p
30845,p
9538,p
974,p
53033,e
7168,p
37089,p
39230,p
20917,p
18344,e
6584,e
31322,e
36709,p
45331,e
50285,p
56013,e
9273,e
15142,e
13050,p
47901,p
35147,e
4002,p
33285,p
6469,e
2979,e
20935,p
49300,e
7176,p
5522,e
48389,e
53946,p
59824,p
19651,p
13927,p
10271,e
54401,e
52315,e
37946,p
48453,e
49174,e
29352,p
49280,e
7869,p
17946,e
35507,p
40337,p
25917,p
43756,e
56267,p
59679,p
25191,e
7063,p
17444,e
6031,p
50636,e
58795,p
29246,p
21703,e
39561,p
26549,p
51482,e
53438,p
9778,p
28866,p
24002,p
45661,e
32525,p
39574,p
53452,p
24263,e
11696,e
32439,p
22573,e
34402,p
3269,e
20121,e
10732,p
39096,p
17783,e
46215,e
23034,p
41970,p
45373,e
24364,e
39976,p
49252,e
10642,p
28051,p
27370,p
43379,p
16946,p
26364,e
37232,p
9286,e
6087,p
13652,p
3734,p
22460,e
44814,p
50438,p
38930,p
2350,p
13618,p
28480,p
14731,e
41141,p
55834,e
35203,e
19074,p
48181,p
51752,e
45505,e
49560,e
28287,p
44966,p
28987,p
44274,p
32,p
48569,e
12257,p
31862,p
25169,e
24682,e
42982,e
21863,e
44830,p
11035,p
19310,p
38633,p
346,p
11383,e
50709,e
4281,e
22704,p
25630,p
39607,p
533,p
12980,p
6311,p
2857,e
4198,p
35982,p
15907,e
19183,p
56235,p
38036,p
667,p
54098,p
43368,p
44328,p
18000,e
10926,p
6593,e
56076,e
1311,e
46009,e
45990,e
12336,p
20145,e
9506,e
20316,e
49893,p
22472,e
46809,e
57654,p
19006,e
48650,e
9719,p
43880,e
52714,e
58870,p
1904,e
47719,p
10401,e
10710,p
20491,e
47078,p
22295,e
46914,e
46533,e
26439,e
36378,p
49741,e
31728,e
59243,p
50468,p
22012,e
45092,p
37588,p
50997,p
38341,p
514,p
28569,p
40554,p
51827,e
37067,p
36953,p
18932,e
41801,p
16853,e
5580,e
51244,e
4615,e
27967,p
11660,e
5014,e
9144,p
27670,p
24929,e
52329,e
39810,p
37297,p
57486,p
56614,p
10959,p
16474,e
57986,p
58605,p
40411,p
35365,p
47060,p
1490,p
11298,e
15768,p
37383,p
55083,e
1760,p
7695,p
45439,e
50755,e
2056,e
42537,e
16612,e
19149,p
6559,e
4681,e
28697,p
59955,p
37002,p
44923,p
35294,e
20838,p
19013,e
17897,e
57317,p
46200,e
47770,p
31907,p
3409,e
23084,p
28651,p
38298,p
59076,p
5644,e
57704,p
22827,p
14794,e
25353,e
16867,e
49652,e
12931,p
46054,e
30891,p
56119,e
13668,p
45017,p
33308,p
17233,p
29922,e
26353,e
49911,p
32795,p
20532,e
20876,p
52014,e
19752,p
41934,p
21503,e
31065,e
54746,e
54757,e
36000,p
47534,p
45480,e
16573,e
8016,p
52326,e
42749,e
32339,p
21066,p
56538,p
5408,e
37868,p
24181,e
17185,p
39529,p
18840,e
29018,p
21062,p
3016,e
44034,e
11801,e
18309,e
56688,p
26764,p
2052,e
1813,e
12426,e
55093,e
16425,e
10736,p
58586,e
53658,p
1294,e
59970,p
8720,e
27448,p
9046,p
28989,p
57011,e
41001,p
30213,p
23859,p
36600,p
22876,p
15285,e
6716,e
41906,p
7711,p
22305,e
24242,e
8331,p
47404,p
45952,e
19501,p
3985,p
39079,p
47151,p
40147,p
11494,e
3860,p
4991,e
27230,p
48935,e
30947,p
26057,p
60233,p
15207,e
13942,p
28633,p
7050,e
38840,p
10669,p
42940,e
392,p
34309,p
13249,p
32893,p
9447,e
38120,p
3180,e
54400,e
37198,p
49222,e
25987,p
11823,e
23845,p
59996,p
14536,e
55358,e
53450,p
57526,p
48866,e
5856,e
29137,p
26612,p
3299,e
35047,e
42670,e
14169,e
33125,p
60812,p
1314,e
54266,p
7918,p
31748,e
53504,p
32072,p
45224,e
36160,e
19844,p
14477,e
32952,p
34921,p
42675,e
50037,p
59,p
52833,e
50974,p
28871,p
16944,p
44734,p
38286,p
56387,p
54452,e
47268,p
54838,e
14705,e
40693,p
32290,p
34398,p
38802,p
12316,p
12799,p
27651,p
38898,p
4959,e
53607,p
3025,e
21069,p
46157,e
46362,e
25228,e
58982,p
49150,e
30387,e
55606,e
33019,p
28411,p
27449,p
14512,e
59126,p
15130,e
28074,p
48607,e
10903,p
24908,e
50881,p
9030,p
37570,p
55310,e
47035,p
45493,e
45282,e
44689,p
13073,p
19595,p
37765,p
30855,p
18451,p
13421,p
59852,p
44773,p
6015,p
21037,p
41505,p
45611,e
2351,p
23936,p
25360,e
39874,p
10469,e
1472,p
49621,e
28017,p
10304,e
51333,e
24068,e
44641,p
18014,e
57539,p
21612,e
58698,p
55638,e
51311,e
10156,p
18159,e
1243,e
26802,p
32902,p
30043,p
36754,p
7593,p
37597,p
19615,p
42419,e
14840,e
17347,e
30753,p
8812,e
60487,e
43623,e
27665,p
47850,p
7421,p
21750,e
5107,e
44024,e
5566,e
36480,p
52664,e
33172,p
8214,p
47416,p
17481,e
51386,e
60649,e
37809,p
27251,p
50122,p
27645,p
8688,e
48900,e
23697,p
47713,p
45867,e
2446,p
793,p
29529,p
9497,e
41425,p
18917,e
11894,e
18503,p
34099,p
31086,e
2661,e
18464,p
4684,e
2616,e
40463,p
47860,p
46020,e
48857,e
30856,p
39756,p
36083,e
30623,e
10328,e
10745,p
32177,p
11592,e
51559,e
13451,p
928,p
37968,p
52351,e
12897,p
2068,e
18654,p
37590,p
22778,p
60278,p
7251,p
40944,p
47990,p
12503,e
47378,p
56278,p
37826,p
24281,e
38811,p
37698,p
20773,e
14666,e
52889,e
34842,p
50959,p
5647,e
6837,e
10260,e
8505,e
29593,p
6578,e
17164,p
23397,p
24959,e
47571,p
49834,p
49436,e
10817,p
42989,e
44561,p
49519,e
46542,e
41136,p
28920,p
57665,p
42438,e
43021,e
11656,e
4711,e
10598,p
35784,p
52094,e
42277,e
292,p
56913,e
20987,p
5629,e
30269,p
39094,p
12070,p
41242,p
54874,e
19374,p
14108,p
60316,p
4902,e
45322,e
43057,e
15211,e
43799,e
35535,p
6217,p
828,p
39912,p
42857,e
59886,p
9961,p
3797,p
36370,p
9688,p
24042,e
4208,p
43179,p
32029,p
60519,e
57303,p
58308,e
38062,p
56717,p
44335,p
16920,e
21268,e
56734,p
5198,e
53400,p
10531,e
60906,p
32250,p
21005,p
37660,p
1874,e
57522,p
20188,e
32487,p
36337,e
18003,e
46172,e
9102,p
43049,e
33605,e
25349,e
16931,e
22966,p
215,p
21657,e
31175,e
35104,e
8466,p
5053,e
44077,e
4806,e
55440,e
42183,e
45525,e
15805,p
17950,e
25929,p
56381,p
33615,e
30212,p
9625,p
46802,e
5079,e
42028,e
28174,p
14082,p
26189,e
50668,e
47798,p
38435,p
33444,p
38422,p
41044,p
7707,p
55203,e
51742,e
19719,p
13564,p
40231,p
4266,e
42489,e
59597,p
3140,e
12374,e
21452,e
42219,e
26542,p
47104,p
7718,p
18166,e
48404,e
45093,p
32480,p
55223,e
59177,p
18285,e
42778,e
12675,e
60160,p
44011,e
38405,p
1095,e
52682,e
37906,p
17290,p
35728,p
34736,p
54681,e
54324,p
56588,p
36079,e
56011,e
31138,e
13105,p
1039,p
34136,p
19000,e
8638,e
11858,e
1421,p
34791,p
35600,p
45961,e
5189,e
10147,p
39489,p
58962,p
19869,p
15299,e
53935,p
46078,e
34102,p
7651,p
3905,p
37895,p
10906,p
51527,e
21079,p
34780,p
9188,e
8134,p
7747,p
25675,p
42426,e
51450,e
7144,p
27264,p
38345,p
20601,e
58054,p
41561,p
55015,e
13840,p
27068,e
28238,p
11422,e
13054,p
32194,p
29051,p
59512,p
54222,p
11552,e
15292,e
33680,e
23925,p
30303,p
54940,e
46087,e
15185,e
6981,e
8936,p
36054,e
33363,p
12315,p
19295,p
21038,p
1344,e
9034,p
24710,e
36716,p
1403,e
39595,p
56191,p
15884,p
40301,p
36569,p
20406,e
32091,p
30159,p
13346,p
31410,e
11165,p
37710,p
25423,p
35945,p
26629,p
58916,p
6980,e
7876,p
44949,p
13836,p
13624,p
2433,p
58367,e
40841,p
32905,p
44533,p
4137,p
35794,p
1829,e
17819,e
53616,p
35867,p
42632,e
36528,p
12603,e
39831,p
50519,e
711,p
54051,p
14514,e
52101,e
6020,p
38303,p
39285,p
35377,p
58091,p
37268,p
21515,e
38860,p
19036,e
29615,p
60985,p
48246,p
33623,e
25557,p
49646,e
33278,p
47115,p
25439,p
11203,p
185,p
49951,p
35955,p
49429,e
57304,p
59434,p
13908,p
56376,p
7905,p
18939,e
19750,p
43926,e
4200,p
39911,p
22339,e
11212,p
51715,e
5120,e
31002,p
53058,e
11863,e
9742,p
35218,e
57253,p
15655,p
35434,p
12631,e
36809,p
441,p
54128,p
15911,e
5528,e
20464,e
45285,e
29657,e
57428,p
41988,p
23274,p
5628,e
2565,e
37063,p
59370,p
18767,e
54101,p
27210,p
41490,p
10320,e
44275,p
33231,p
35493,p
14158,e
59077,p
59790,p
9966,p
837,p
27901,p
56585,p
27961,p
57599,p
27123,e
12709,p
39855,p
29043,p
26768,p
15568,p
24051,e
17600,e
47855,p
43660,e
37072,p
58244,p
5440,e
47254,p
32735,p
60365,e
12324,p
35014,e
12174,p
43037,e
11102,p
34009,p
22727,p
13446,p
8676,e
45317,e
13563,p
3991,p
38799,p
41013,p
46936,e
16165,e
1847,e
13801,p
10487,e
33079,p
52,p
31189,e
926,p
57685,p
40912,p
42145,e
29929,e
3015,e
39315,p
17770,e
31485,e
32298,p
14833,e
24456,e
16412,e
30875,p
48972,e
22050,e
12564,e
10548,e
15039,e
24287,e
13178,p
53266,e
26260,e
56753,p
42307,e
25459,p
5814,e
25710,p
57497,p
6492,e
50711,e
50020,p
53795,p
28447,p
38872,p
59811,p
53102,e
11171,p
31397,e
13425,p
28848,p
8273,p
8011,p
2468,p
30950,p
46875,e
10583,e
5331,e
34074,p
18293,e
41358,p
33863,e
40546,p
48990,e
38907,p
28112,p
6640,e
1999,e
15152,e
57543,p
8192,p
49743,e
44118,e
3276,e
58629,p
17514,e
47343,p
21662,e
41786,p
29145,p
59044,p
40335,p
20700,e
9847,p
60101,p
47299,p
55326,e
12469,e
2506,e
26227,e
25533,p
6282,p
14412,e
36924,p
26357,e
35383,p
11081,p
22223,e
31656,e
52082,e
30505,e
25833,p
4567,e
54419,e
24041,e
57677,p
23773,p
50535,e
54878,e
55384,e
59544,p
3073,e
60714,e
9763,p
27310,p
32442,p
33515,p
29005,p
58699,p
30251,p
18247,e
33072,p
37222,p
57708,p
7206,p
45957,e
47921,p
49170,e
46706,e
15593,p
17207,p
6416,e
21535,e
18644,p
32393,p
20560,e
3673,p
58178,p
50654,e
14550,e
36909,p
43801,e
25479,p
56424,p
52444,e
8461,p
54181,p
37390,p
5801,e
18550,p
57067,e
16782,e
7523,p
27788,p
59624,p
30158,p
24984,e
2528,e
48526,e
28060,p
53834,p
10985,p
17013,p
54847,e
20098,p
44661,p
20421,e
21030,p
5488,e
9241,e
59660,p
30601,e
60437,e
57713,p
4643,e
54011,p
23867,p
39166,p
7974,p
47406,p
12010,p
51060,p
22142,e
30322,p
54335,p
17886,e
4368,e
35237,e
52741,e
61065,p
42241,e
42645,e
1106,e
37958,p
44052,e
51018,p
59857,p
1369,e
1331,e
60871,p
32826,p
25614,p
57003,e
47873,p
9958,p
46360,e
22572,e
35890,p
56664,p
39296,p
35160,e
15892,e
1048,p
13211,p
52632,e
1215,e
12929,p
41173,p
48254,p
661,p
8342,p
44967,p
46760,e
55694,e
27746,p
8521,e
50873,p
41375,p
60835,p
4848,e
27437,p
17314,e
51020,p
39646,p
42735,e
60740,p
159,p
42734,e
49620,e
17213,p
56331,p
55859,e
30828,p
44339,p
38615,p
8090,p
39895,p
3857,p
26444,e
31842,p
7194,p
5078,e
45240,e
29016,p
25313,e
30063,p
285,p
59224,p
53328,p
59519,p
27443,p
32975,p
39705,p
36292,e
12118,p
13388,p
21510,e
46221,e
18971,e
2087,e
49668,e
18944,e
7766,p
8153,p
10818,p
52042,e
27741,p
57419,p
34914,p
7591,p
60217,p
9544,p
11174,p
53939,p
55866,e
39586,p
48041,p
10393,e
59497,p
17438,e
41734,p
21540,e
4797,e
7854,p
14792,e
29652,e
52616,e
46757,e
12027,p
59699,p
44767,p
752,p
51786,e
3135,e
16894,e
8312,p
7265,p
36317,e
47171,p
28413,p
24253,e
60069,p
46884,e
53810,p
6654,e
21624,e
44093,e
57337,p
2900,e
48015,p
44965,p
51930,e
38520,p
14164,e
35117,e
49575,e
40330,p
9980,p
44084,e
34710,p
26293,e
51279,e
16869,e
3453,e
277,p
21489,e
36890,p
36126,e
27046,e
34856,p
37495,p
42495,e
58692,p
14424,e
22847,p
18918,e
10981,p
8292,p
33359,p
60045,p
55097,e
33579,e
27789,p
56223,p
23847,p
56707,p
42444,e
37482,p
49057,e
33328,p
28907,p
5912,e
11381,e
49920,p
3131,e
53113,e
5449,e
20514,e
56550,p
9220,e
16247,e
58925,p
19958,p
11254,p
39534,p
13284,p
29022,p
55020,e
53308,p
59635,p
17880,e
34577,p
33594,e
916,p
10714,p
7972,p
34734,p
7752,p
40724,p
30308,p
39649,p
30530,e
12555,e
31428,e
27439,p
51807,e
30779,p
34170,p
45538,e
26069,p
26518,p
43296,p
33646,e
31851,p
17174,p
48350,p
56397,p
38262,p
39975,p
52077,e
49238,e
15936,e
48898,e
1710,p
14961,e
10254,e
34661,p
4887,e
10047,p
37414,p
47972,p
47665,p
41199,p
51432,e
35674,p
41874,p
12536,e
32846,p
27538,p
31919,p
51231,e
12716,p
2742,e
50737,e
59705,p
6067,p
31265,e
4636,e
34953,e
32604,p
20641,e
52800,e
19033,e
9163,p
30746,p
1233,e
36357,e
7074,p
50213,p
27775,p
12867,p
23335,p
15816,p
14405,e
58474,e
36640,p
3346,e
22537,e
25301,e
31828,p
321,p
44556,p
7369,p
57699,p
34078,p
20050,p
59804,p
52012,e
30104,p
2570,e
8895,p
44491,p
50382,p
53367,p
51654,e
58163,p
58502,e
3099,e
43765,e
503,p
19344,p
47694,p
32917,p
17535,e
42057,e
55799,e
8108,p
59340,p
49623,e
55617,e
36530,p
31352,e
527,p
23363,p
5229,e
14046,p
38566,p
27528,p
31178,e
58940,p
40966,p
4199,p
12800,p
55530,e
11321,e
49077,e
14544,e
30589,e
4837,e
34316,p
10028,p
28340,p
8826,p
43462,e
27473,p
35213,e
48230,p
45229,e
30339,p
29886,e
42203,e
7573,p
32381,p
9761,p
54235,p
